keyword,keyword_group,url,estimated_daily_traffic,coverage traffic,latest_date,avg_rank,pagepath,custom_page_cate_id,custom_page_page_id,custom_page_province_id,custom_page_district_id,custom_page_ward_id,type,Cateype,search_by_location,include_gia,region,dup_check
Thuê phòng trọ Thủ Đức,For rent - HCM;For Rent - Key District,/cho-thue-nha-tro-phong-tro-thu-duc,3.585208579,0.706207281,44461,2.211538462,/cho-thue-nha-tro-phong-tro-thu-duc,57,288,SG,71,,For Rent,Phòng trọ,quan,khong_gia,HCM,1
thuê phòng trọ hà nội,For Rent - City,/cho-thue-nha-tro-phong-tro-ha-noi,3.58016617,0.706384687,44461,3.5,/cho-thue-nha-tro-phong-tro-ha-noi,57,288,HN,,,For Rent,Phòng trọ,Province,khong_gia,Others/non-detect,1
Blue Sky Tower,Project Name - HCM,/ban-can-ho-chung-cu-blue-sky-tower,3.572850225,0.706561729,44461,1.067307692,/ban-can-ho-chung-cu-blue-sky-tower,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Dic Phoenix,Project Name - Other Cities,/ban-can-ho-chung-cu-dic-phoenix,3.561697746,0.70673822,44461,1.028846154,/ban-can-ho-chung-cu-dic-phoenix,324,275,VT,102,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Starlight Riverside,Project Name - HCM,/ban-can-ho-chung-cu-starlight-riverside,3.561697746,0.70691471,44461,1.028846154,/ban-can-ho-chung-cu-starlight-riverside,324,275,SG,58,,non-detect,chung cư,non_detect,khong_gia,HCM,1
High Intela,Project Name - HCM,/ban-can-ho-chung-cu-high-intela,3.557852326,0.70709101,44461,2.730769231,/ban-can-ho-chung-cu-high-intela,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
nha dat gia re,General Keywords,/nha-dat-ban-tp-hcm,3.551277962,0.707266983,44461,3.096153846,/nha-dat-ban-tp-hcm,,,,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
centum wealth,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-centum-wealth,3.5472613,0.707442758,44461,2.4,/ban-can-ho-chung-cu-chung-cu-centum-wealth,324,275,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
đất nền Bình Tân,Property Type + Location,/ban-dat-binh-tan,3.540966104,0.707618221,44461,1.088235294,/ban-dat-binh-tan,283,280,SG,65,,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Chung cư Mường Thanh,-,/ban-can-ho-chung-cu-muong-thanh-son-tra,3.536515644,0.707793464,44461,1.125,/ban-can-ho-chung-cu-muong-thanh-son-tra,,,,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Cho thue nha nguyen can,For Rent - General,/cho-thue-nha-rieng-tp-hcm,3.536486884,0.707968705,44461,2.836538462,/cho-thue-nha-rieng-tp-hcm,,,,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Nhà đất Quận 8,Property Type + Location,/nha-dat-ban-quan-8,3.53638786,0.708143941,44461,1.784313725,/nha-dat-ban-quan-8,,86,SG,60,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
Hưng Ngân Garden,Project Name - HCM,/ban-can-ho-chung-cu-hung-ngan-garden,3.535032945,0.70831911,44461,1.087378641,/ban-can-ho-chung-cu-hung-ngan-garden,324,275,SG,64,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Thuê nhà xưởng,For Rent - General,/cho-thue-kho-nha-xuong-dat-tp-hcm,3.529033849,0.708493981,44461,1.336538462,/cho-thue-kho-nha-xuong-dat-tp-hcm,,,,,,For Rent,nha_xuong_kho,non_detect,khong_gia,Others/non-detect,1
Sunview,Project Name - Other Cities,/ban-can-ho-chung-cu-sunview-1-2,3.522049728,0.708668507,44370,3.875,/ban-can-ho-chung-cu-sunview-1-2,324,275,SG,71,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Rao bán nhà,For Sale - General,/dang-tin-rao-vat-ban-nha-dat,3.521943174,0.708843027,44461,1.548076923,/dang-tin-rao-vat-ban-nha-dat,,,,,,For Sale,nha_general,non_detect,khong_gia,Others/non-detect,1
Green Riverside,Project Name - HCM,/ban-dat-nen-du-an-green-riverside,3.519727475,0.709017438,44461,1.049019608,/ban-dat-nen-du-an-green-riverside,40,279,SG,76,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Mua căn hộ,For Sale - General,/ban-can-ho-chung-cu-tp-hcm,3.51863521,0.709191794,44461,1.730769231,/ban-can-ho-chung-cu-tp-hcm,324,227,SG,60,8783,For Sale,chung cư,non_detect,khong_gia,Others/non-detect,1
nhà Quận 2,Property Type + Location,/nha-dat-ban-quan-2,3.516759816,0.709366057,44461,1.509803922,/nha-dat-ban-quan-2,,86,SG,54,,non-detect,nha_general,quan,khong_gia,Others/non-detect,1
Mua nhà Bình Dương,For Sale - City,/nha-dat-ban-binh-duong,3.510350955,0.709540003,44461,1.509615385,/nha-dat-ban-binh-duong,,86,BD,,,For Sale,nha_general,Province,khong_gia,Others/non-detect,1
happy land đông anh,Project Name - Hanoi,/ban-dat-nen-du-an-happy-land-1-5-dong-anh,3.50945176,0.709713905,44461,1.5,/ban-dat-nen-du-an-happy-land-1-5-dong-anh,40,279,HN,10,,non-detect,chung cư,non_detect,khong_gia,HN,1
căn hộ Gò Vấp,Property Type + Location,/ban-can-ho-chung-cu-go-vap,3.50706267,0.709887688,44461,1.105769231,/ban-can-ho-chung-cu-go-vap,324,275,SG,67,,non-detect,chung cư,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Cho thuê căn hộ chung cư,For Rent - General,/cho-thue-can-ho-chung-cu,3.504693649,0.710061353,44461,2.00990099,/cho-thue-can-ho-chung-cu,326,285,null,,,For Rent,chung cư,non_detect,khong_gia,Others/non-detect,1
panomax river villas,Project Name - HCM,/ban-can-ho-chung-cu-panomax-river-villas,3.4978748,0.710234681,44461,1.9,/ban-can-ho-chung-cu-panomax-river-villas,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
hud building nha trang,Project Name - Other Cities,/ban-can-ho-chung-cu-hud-building-nha-trang,3.4964684,0.710407939,44461,1.1,/ban-can-ho-chung-cu-hud-building-nha-trang,324,275,KH,350,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
the golden palm,Project Name - Hanoi,/ban-can-ho-chung-cu-the-golden-palm-le-van-luong,3.48702914,0.710580729,44461,1.1,/ban-can-ho-chung-cu-the-golden-palm-le-van-luong,324,275,HN,5,,non-detect,chung cư,non_detect,khong_gia,HN,1
Moonlight Boulevard,Project Name - HCM,/ban-can-ho-chung-cu-moonlight-boulevard,3.477245643,0.710753034,44461,3.368932039,/ban-can-ho-chung-cu-moonlight-boulevard,324,275,SG,65,,non-detect,chung cư,non_detect,khong_gia,HCM,1
lakeview city,Project Name - HCM,/ban-nha-biet-thu-lien-ke-khu-do-thi-lakeview-city,3.46750131,0.710924857,44461,5.2,/ban-nha-biet-thu-lien-ke-khu-do-thi-lakeview-city,325,277,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Urban Hill,Project Name - HCM,/ban-can-ho-chung-cu-urban-hill,3.462235367,0.711096419,44461,1.735294118,/ban-can-ho-chung-cu-urban-hill,324,275,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán chung cư Quận 9,For sale - HCM;For Sale - Key District,/ban-can-ho-chung-cu-quan-9,3.461850433,0.711267961,44461,1.134615385,/ban-can-ho-chung-cu-quan-9,324,275,SG,61,,For Sale,chung cư,quan,khong_gia,HCM,1
Topaz Twins,Project Name - Other Cities,/ban-can-ho-chung-cu-topaz-twins,3.460280308,0.711439426,44461,2.538461538,/ban-can-ho-chung-cu-topaz-twins,,,,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
gia nha dat,General Keywords,/nha-dat-ban,3.455991472,0.711610678,44461,4.126436782,/nha-dat-ban,,,,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Khu dân cư Phúc Đạt,Project Name - Other Cities,/ban-dat-nen-du-an-khu-do-thi-phuc-dat,3.447743612,0.711781522,44461,1.163461538,/ban-dat-nen-du-an-khu-do-thi-phuc-dat,40,279,BD,163,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Sunshine Crystal River,Project Name - Hanoi,/ban-can-ho-chung-cu-sunshine-crystal-river,3.444269768,0.711952193,44461,4.5,/ban-can-ho-chung-cu-sunshine-crystal-river,324,275,HN,6,,non-detect,chung cư,non_detect,khong_gia,HN,1
giá đất phú quốc,Property Type + Price,/ban-dat-phu-quoc-kg,3.443739856,0.712122838,44461,1.567307692,/ban-dat-phu-quoc-kg,283,280,KG,360,,non-detect,dat,non_detect,co_gia,Others/non-detect,1
Lucky Palace,Project Name - HCM,/ban-can-ho-chung-cu-lucky-palace,3.439708562,0.712293284,44461,1.384615385,/ban-can-ho-chung-cu-lucky-palace,324,275,SG,58,,non-detect,chung cư,non_detect,khong_gia,HCM,1
tin tuc bat dong san,General Keywords,/tin-tuc,3.439448835,0.712463716,44461,6.155339806,/tin-tuc,87,96,null,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Tây Nam Center,Project Name - Other Cities,/ban-dat-nen-du-an-tay-nam-center,3.439368114,0.712634145,44461,4.057692308,/ban-dat-nen-du-an-tay-nam-center,40,279,LA,416,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
gem sky world,Project Name - Other Cities,/ban-dat-nen-du-an-gem-sky-world,3.433727,0.712804294,44447,17.5,/ban-dat-nen-du-an-gem-sky-world,,,,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bán đất Bình Tân,For sale - HCM;For Sale - Key District,/ban-dat-binh-tan,3.432397459,0.712974377,44461,1.153846154,/ban-dat-binh-tan,283,280,SG,65,,For Sale,dat,quan,khong_gia,HCM,1
VSIP Bắc Ninh,Project Name - Other Cities,/ban-nha-biet-thu-lien-ke-vsip-bac-ninh,3.424735078,0.71314408,44461,4.288461538,/ban-nha-biet-thu-lien-ke-vsip-bac-ninh,325,277,BN,134,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Aurora Residences,Project Name - HCM,/ban-can-ho-chung-cu-aurora-residences,3.421816437,0.713313639,44461,1.096153846,/ban-can-ho-chung-cu-aurora-residences,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
vietuc varea,New project,/ban-dat-nen-du-an-vietuc-varea,3.41346396,0.713482784,44461,4.2,/ban-dat-nen-du-an-vietuc-varea,40,279,LA,415,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Xuân Phương Residence,Project Name - Hanoi,/ban-can-ho-chung-cu-xuan-phuong-residence,3.402716099,0.713651396,44461,1.5,/ban-can-ho-chung-cu-xuan-phuong-residence,324,275,HN,14,,non-detect,chung cư,non_detect,khong_gia,HN,1
đất Lâm Đồng,Property Type + Location,/ban-dat-lam-dong,3.388047321,0.713819282,44461,1.163461538,/ban-dat-lam-dong,,,,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
dang tin nha dat,General Keywords,/dang-tin-rao-vat-ban-nha-dat,3.384471814,0.71398699,44461,2.25,/dang-tin-rao-vat-ban-nha-dat,,,,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Masteri Millennium,Project Name - HCM,/ban-can-ho-chung-cu-masteri-millennium,3.384441963,0.714154697,44461,1.5,/ban-can-ho-chung-cu-masteri-millennium,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
lake view,Project Name - Hanoi,/ban-nha-biet-thu-lien-ke-khu-do-thi-lakeview-city,3.38162923,0.714322264,44461,4,/ban-nha-biet-thu-lien-ke-khu-do-thi-lakeview-city,325,277,SG,54,,non-detect,chung cư,non_detect,khong_gia,HN,1
Saigon Asiana,Project Name - HCM,/ban-can-ho-chung-cu-saigon-asiana,3.380826737,0.714489792,44461,2.057692308,/ban-can-ho-chung-cu-saigon-asiana,324,275,SG,58,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Kingston Residence,Project Name - HCM,/ban-can-ho-chung-cu-kingston-residence,3.369172079,0.714656742,44461,1.932692308,/ban-can-ho-chung-cu-kingston-residence,324,275,SG,68,,non-detect,chung cư,non_detect,khong_gia,HCM,1
ki ốt,-,/cho-thue-cua-hang-ki-ot-tp-hcm,3.368929493,0.71482368,44300,12.76666667,/cho-thue-cua-hang-ki-ot-tp-hcm,55,290,SG,,,non-detect,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
Lan Rừng Phước Hải,-,/ban-can-ho-chung-cu-lan-rung-phuoc-hai,3.368788121,0.714990611,44461,13.11538462,/ban-can-ho-chung-cu-lan-rung-phuoc-hai,324,275,VT,98,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
biệt thự Bình Tân,Property Type + Location,/ban-nha-biet-thu-lien-ke-binh-tan,3.3611842,0.715157165,44461,1.833333333,/ban-nha-biet-thu-lien-ke-binh-tan,325,277,SG,65,,non-detect,Biet thu,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Jamona Golden Silk,Project Name - HCM,/ban-nha-biet-thu-lien-ke-jamona-golden-silk,3.35585544,0.715323456,44461,1.192307692,/ban-nha-biet-thu-lien-ke-jamona-golden-silk,325,277,SG,59,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Thuê nhà Quận 12,For rent - HCM;For Rent - Key District,/cho-thue-nha-rieng-quan-12,3.350847471,0.715489498,44461,2.365384615,/cho-thue-nha-rieng-quan-12,52,286,SG,64,,For Rent,nha_general,quan,khong_gia,HCM,1
flc tropical city,Project Name - Other Cities,/ban-dat-nen-du-an-flc-tropical-city-ha-long,3.3484016,0.715655419,44461,2.4,/ban-dat-nen-du-an-flc-tropical-city-ha-long,40,279,QNI,546,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
King Bay,Project Name - Other Cities,/ban-dat-nen-du-an-king-bay,3.347635545,0.715821302,44461,3,/ban-dat-nen-du-an-king-bay,40,279,DNA,239,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Khu đô thị mới Nghĩa Đô,Project Name - Hanoi,/ban-can-ho-chung-cu-khu-do-thi-moi-nghia-do,3.342799205,0.715986945,44461,1.211538462,/ban-can-ho-chung-cu-khu-do-thi-moi-nghia-do,324,275,HN,718,,non-detect,chung cư,non_detect,khong_gia,HN,1
Palm Garden,Project Name - HCM,/ban-can-ho-chung-cu-palm-garden,3.332722,0.716152089,44461,2.375,/ban-can-ho-chung-cu-palm-garden,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Liễu Giai Tower,Project Name - Hanoi,/ban-can-ho-chung-cu-lieu-giai-tower,3.33260645,0.716317227,44461,1.192307692,/ban-can-ho-chung-cu-lieu-giai-tower,324,275,HN,2,,non-detect,chung cư,non_detect,khong_gia,HN,1
Khu công nghiệp Tân Bình,Project Name - HCM,/nha-dat-ban-khu-cong-nghiep-tan-binh,3.329688433,0.716482221,44454,19.5,/nha-dat-ban-khu-cong-nghiep-tan-binh,,86,SG,70,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Chung cư Đồng Diều,Project Name - HCM,/ban-can-ho-chung-cu-chung-cu-dong-dieu,3.327453052,0.716647104,44461,1.221153846,/ban-can-ho-chung-cu-chung-cu-dong-dieu,,,,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
cộng hòa plaza,Project Name - HCM,/ban-can-ho-chung-cu-cong-hoa-plaza,3.3128662,0.716811264,44461,1.5,/ban-can-ho-chung-cu-cong-hoa-plaza,324,275,SG,69,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Cà Mau,Property Type + Location,/nha-dat-ban-ca-mau,3.305504263,0.716975059,44461,2.721153846,/nha-dat-ban-ca-mau,,86,CM,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Swan Bay,Project Name - Other Cities,/ban-dat-nen-du-an-swan-bay,3.30267293,0.717138714,44461,9.903846154,/ban-dat-nen-du-an-swan-bay,40,279,DNA,239,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Bán nhà Thái Bình,For sale - HN;For sale - Street;For Sale - City,/nha-dat-ban-thai-binh,3.298000078,0.717302137,44461,1.240384615,/nha-dat-ban-thai-binh,,,,,,For Sale,nha_general,duong,khong_gia,HN,1
nhà Bình Dương,Property Type + Location,/nha-dat-ban-binh-duong,3.29772466,0.717465547,44461,1.538461538,/nha-dat-ban-binh-duong,,86,BD,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Kikyo Residence,Project Name - HCM,/ban-can-ho-chung-cu-kikyo-residence,3.29767455,0.717628954,44461,1.182692308,/ban-can-ho-chung-cu-kikyo-residence,324,275,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
FLC Star Tower,Project Name - Hanoi,/ban-can-ho-chung-cu-flc-star-tower,3.295877748,0.717792273,44461,1.278846154,/ban-can-ho-chung-cu-flc-star-tower,324,275,HN,15,,non-detect,chung cư,non_detect,khong_gia,HN,1
Sunshine Golden River,Project Name - Hanoi,/ban-can-ho-chung-cu-sunshine-golden-river,3.266233064,0.717954122,44461,1.794117647,/ban-can-ho-chung-cu-sunshine-golden-river,324,275,HN,6,,non-detect,chung cư,non_detect,khong_gia,HN,1
căn hộ Quận 1,Property Type + Location,/ban-can-ho-chung-cu-quan-1,3.263360506,0.718115829,44461,1.278846154,/ban-can-ho-chung-cu-quan-1,,,,,,non-detect,chung cư,quan,khong_gia,Others/non-detect,1
West Intela,Project Name - HCM,/ban-can-ho-chung-cu-west-intela,3.253581564,0.718277051,44461,1.990384615,/ban-can-ho-chung-cu-west-intela,324,275,SG,60,,non-detect,chung cư,non_detect,khong_gia,HCM,1
thi truong bat dong san,General Keywords,/tin-thi-truong,3.24871905,0.718438033,44454,5.957446809,/tin-thi-truong,88,97,null,,,non-detect,"nghi duong, trang trai, khac",location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
đất Quảng Ngãi,Property Type + Location,/ban-dat-quang-ngai,3.241753615,0.718598669,44461,1.240384615,/ban-dat-quang-ngai,283,280,QNG,,,non-detect,dat,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
legacy hill,Project Name - Other Cities,/ban-dat-nen-du-an-legacy-hill,3.22639367,0.718758544,44461,4.5,/ban-dat-nen-du-an-legacy-hill,40,279,HB,328,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Lancaster Luminaire,Project Name - Hanoi,/ban-can-ho-chung-cu-lancaster-luminaire,3.218445151,0.718918025,44461,2.601941748,/ban-can-ho-chung-cu-lancaster-luminaire,324,275,HN,3,,non-detect,chung cư,non_detect,khong_gia,HN,1
Thuê nhà Thủ Dầu Một,For Rent - Key District,/cho-thue-nha-rieng-thu-dau-mot-bd,3.211980148,0.719077186,44461,1.336538462,/cho-thue-nha-rieng-thu-dau-mot-bd,52,286,BD,163,,For Rent,nha_general,quan,khong_gia,Others/non-detect,1
Thuê nhà Quận 7,For rent - HCM;For Rent - Key District,/cho-thue-nha-tro-phong-tro-quan-7,3.204167685,0.71923596,44419,3.404494382,/cho-thue-nha-tro-phong-tro-quan-7,57,288,SG,59,,For Rent,nha_general,quan,khong_gia,HCM,1
Conic Garden,Project Name - HCM,/ban-can-ho-chung-cu-conic-garden,3.203649242,0.719394708,44461,1.201923077,/ban-can-ho-chung-cu-conic-garden,324,275,SG,72,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Nhà đất Tuy Hòa,Property Type + Location,/nha-dat-ban-tuy-hoa-py,3.198739673,0.719553213,44461,1.31372549,/nha-dat-ban-tuy-hoa-py,,86,PY,495,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Khu công nghiệp Quang Minh,Project Name - Hanoi,/khu-cong-nghiep-me-linh/khu-cong-nghiep-quang-minh-pj1910,3.191230417,0.719711346,44461,10.62195122,/khu-cong-nghiep-me-linh/khu-cong-nghiep-quang-minh-pj1910,,0,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
valencia riverside,Project Name - HCM,/ban-nha-biet-thu-lien-ke-valencia-riverside-quan-9,3.18439722,0.71986914,44461,1.2,/ban-nha-biet-thu-lien-ke-valencia-riverside-quan-9,325,277,SG,61,,non-detect,chung cư,non_detect,khong_gia,HCM,1
The Ascent,Project Name - HCM,/ban-can-ho-chung-cu-the-ascent,3.18005658,0.720026719,44461,2.009615385,/ban-can-ho-chung-cu-the-ascent,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
Bán biệt thự Đà Nẵng,For Sale - City,/ban-nha-biet-thu-lien-ke-da-nang,3.179277944,0.720184259,44461,1.355769231,/ban-nha-biet-thu-lien-ke-da-nang,,,,,,For Sale,Biet thu,Province,khong_gia,Others/non-detect,1
Gateway Thảo Điền,Project Name - HCM,/ban-can-ho-chung-cu-gateway-thao-dien,3.17721016,0.720341697,44461,1.740384615,/ban-can-ho-chung-cu-gateway-thao-dien,324,275,SG,54,,non-detect,chung cư,non_detect,khong_gia,HCM,1
khu đô thị linh đàm,Project Name - Hanoi,/khu-do-thi-moi-hoang-mai/khu-do-thi-moi-linh-dam-pj18,3.1704628,0.720498801,44461,2.9,/khu-do-thi-moi-hoang-mai/khu-do-thi-moi-linh-dam-pj18,,179,null,,,non-detect,chung cư,non_detect,khong_gia,HN,1
đất nền Đức Hòa,Property Type + Location,/ban-dat-thi-tran-duc-hoa-1,3.169262567,0.720655845,44461,1.343137255,/ban-dat-thi-tran-duc-hoa-1,283,280,LA,419,2232,non-detect,dat_nen,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Cho thuê ki ốt,For Rent - General,/cho-thue-cua-hang-ki-ot-tp-hcm,3.162227792,0.720812541,44461,2.019230769,/cho-thue-cua-hang-ki-ot-tp-hcm,55,290,SG,,,For Rent,"nghi duong, trang trai, khac",non-detect,khong_gia,Others/non-detect,1
199 hồ tùng mậu,Project Name - Hanoi,/ban-can-ho-chung-cu-chung-cu-199-ho-tung-mau,3.1609924,0.720969175,44461,2,/ban-can-ho-chung-cu-chung-cu-199-ho-tung-mau,324,275,HN,718,,non-detect,chung cư,non_detect,khong_gia,HN,1
làng quốc tế thăng long,Project Name - Hanoi,/ban-can-ho-chung-cu-kdt-lang-quoc-te-thang-long,3.1609924,0.721125809,44461,2,/ban-can-ho-chung-cu-kdt-lang-quoc-te-thang-long,324,275,HN,7,,non-detect,chung cư,non_detect,khong_gia,HN,1
thuê nhà nguyên căn tân bình,For Rent - Ward,/cho-thue-nha-rieng-tan-binh,3.1609924,0.721282444,44461,2,/cho-thue-nha-rieng-tan-binh,,,,,,For Rent,nha_general,phuong xa,khong_gia,Others/non-detect,1
Nhà đất Bình Phước,Property Type + Location,/nha-dat-ban-binh-phuoc,3.157126133,0.721438887,44461,1.403846154,/nha-dat-ban-binh-phuoc,,,,,,non-detect,nha_general,location_quan hoac ten khu vuc,khong_gia,Others/non-detect,1
Ocean Dunes,Project Name - Other Cities,/ban-dat-nen-du-an-ocean-dunes,3.139294071,0.721594446,44461,2.403846154,/ban-dat-nen-du-an-ocean-dunes,40,279,BTH,181,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
đất nền dự án,Property Type,/ban-dat-nen-du-an-tp-hcm,3.13613531,0.721749848,44461,1.7,/ban-dat-nen-du-an-tp-hcm,,,,,,non-detect,dat_nen,non_detect,khong_gia,Others/non-detect,1
Khu đô thị Đông Bình Dương,Project Name - Other Cities,/ban-dat-nen-du-an-khu-do-thi-dong-binh-duong,3.134886185,0.721905189,44461,1.413461538,/ban-dat-nen-du-an-khu-do-thi-dong-binh-duong,,,,,,non-detect,chung cư,non_detect,khong_gia,Others/non-detect,1
Chung cư Cây Mai,Project Name - HCM,/tags/ban/ban-chung-cu-cay-mai-quan-11,3.131198941,0.722060347,44461,2.528735632,/tags/ban/ban-chung-cu-cay-mai-quan-11,,541,null,,,non-detect,chung cư,non_detect,khong_gia,HCM,1
